Order Date Time,Board Type,Quantity,Pick Pack Time,,,,
14/07/2022 04:49:48,B,6,6.11,,,,
14/07/2022 04:57:18,C,5,5.01,,,,
14/07/2022 04:58:04,C,3,4.66,,,,
14/07/2022 05:02:39,A,7,6.78,,,,
14/07/2022 05:04:02,A,6,6.01,,,,
14/07/2022 05:10:53,C,7,7.1,,,,
14/07/2022 05:19:41,B,1,3.17,,,,
14/07/2022 05:24:15,A,5,5.4,,,,
14/07/2022 05:59:59,C,2,3.81,,,,
14/07/2022 06:06:07,A,8,7.08,,,,
14/07/2022 06:12:46,C,7,6.01,,,,
14/07/2022 06:15:21,C,3,4.38,,,,
14/07/2022 06:22:23,B,2,4.34,,,,
14/07/2022 06:23:01,B,2,4.02,,,,
14/07/2022 06:25:03,A,8,7.06,,,,
14/07/2022 06:42:50,A,7,6.2,,,,
14/07/2022 06:45:39,C,1,3.25,,,,
14/07/2022 06:46:33,B,2,4.33,,,,
14/07/2022 06:49:02,B,2,3.91,,,,
14/07/2022 06:54:40,B,5,6.05,,,,
14/07/2022 06:55:31,A,5,6.03,,,,
14/07/2022 07:07:48,C,3,4.4,,,,
14/07/2022 07:14:09,A,11,7.8,,,,
14/07/2022 07:22:13,A,6,6.33,,,,
14/07/2022 07:22:20,C,3,4.9,,,,
14/07/2022 07:34:42,A,6,5.61,,,,
14/07/2022 07:35:27,A,3,4.22,,,,
14/07/2022 07:35:32,C,2,3.86,,,,
14/07/2022 07:36:50,C,1,3.78,,,,
14/07/2022 07:40:51,C,5,5.52,,,,
14/07/2022 07:47:56,B,5,5.33,,,,
14/07/2022 07:50:28,C,3,4.4,,,,
14/07/2022 08:16:38,C,6,5.5,,,,
14/07/2022 08:23:09,B,5,5.86,,,,
14/07/2022 08:24:34,C,3,4.45,,,,
14/07/2022 08:36:18,B,3,4.72,,,,
14/07/2022 08:38:04,C,2,4,,,,
14/07/2022 08:48:03,A,4,4.76,,,,
14/07/2022 08:53:48,B,7,6.02,,,,
14/07/2022 08:55:17,C,5,5.76,,,,
14/07/2022 08:56:26,C,7,6.45,,,,
14/07/2022 09:12:19,C,4,5.21,,,,
14/07/2022 09:21:14,C,2,3.7,,,,
14/07/2022 09:33:45,B,9,7.19,,,,
14/07/2022 09:34:26,C,3,4.39,,,,
14/07/2022 09:35:50,C,3,4.95,,,,
14/07/2022 09:36:59,B,4,4.54,,,,
14/07/2022 09:39:09,C,6,6.23,,,,
14/07/2022 09:42:50,C,5,4.95,,,,
14/07/2022 09:48:26,B,5,5.49,,,,
14/07/2022 09:54:45,A,3,4.94,,,,
14/07/2022 09:55:33,A,9,7.52,,,,
14/07/2022 09:55:51,B,2,4.13,,,,
14/07/2022 10:01:39,B,5,4.98,,,,
14/07/2022 10:02:35,A,9,7.79,,,,
14/07/2022 10:07:37,C,3,4.51,,,,
14/07/2022 10:11:49,C,4,5.05,,,,
14/07/2022 10:13:06,A,8,7.58,,,,
14/07/2022 10:16:47,A,3,4.94,,,,
14/07/2022 10:22:34,C,7,5.99,,,,
14/07/2022 10:30:01,B,2,4.34,,,,
14/07/2022 10:32:11,C,4,4.72,,,,
14/07/2022 10:32:13,C,3,4.31,,,,
14/07/2022 10:33:46,C,3,4.88,,,,
14/07/2022 10:38:47,C,2,4.2,,,,
14/07/2022 10:42:46,C,1,3.6,,,,
14/07/2022 10:46:23,C,6,5.82,,,,
14/07/2022 10:52:04,C,2,4.14,,,,
14/07/2022 10:56:17,C,2,3.82,,,,
14/07/2022 10:59:29,B,5,5.15,,,,
14/07/2022 11:06:42,B,10,7.27,,,,
14/07/2022 11:06:44,B,8,6.9,,,,
14/07/2022 11:08:15,C,4,4.85,,,,
14/07/2022 11:21:59,B,8,7.29,,,,
14/07/2022 11:28:52,C,2,3.83,,,,
14/07/2022 11:39:02,C,5,5.01,,,,
14/07/2022 11:40:43,C,3,4.14,,,,
14/07/2022 11:48:47,C,2,4.02,,,,
14/07/2022 11:51:27,C,5,5.84,,,,
14/07/2022 11:52:50,B,9,7.28,,,,
14/07/2022 11:54:14,A,10,8.6,,,,
14/07/2022 11:54:39,C,5,5.57,,,,
14/07/2022 11:58:33,C,3,4.34,,,,
14/07/2022 12:16:25,C,2,3.65,,,,
14/07/2022 12:18:43,B,3,4.7,,,,
14/07/2022 12:32:21,C,2,4.32,,,,
14/07/2022 12:33:23,C,3,4.76,,,,
14/07/2022 12:34:14,C,5,5.85,,,,
14/07/2022 12:51:27,B,1,3.67,,,,
14/07/2022 12:53:51,B,2,4.18,,,,
14/07/2022 12:58:52,B,2,3.92,,,,
14/07/2022 13:00:17,B,6,6.46,,,,
14/07/2022 13:04:44,C,6,5.46,,,,
14/07/2022 13:08:29,C,3,4.63,,,,
14/07/2022 13:09:54,C,2,4.09,,,,
14/07/2022 13:12:45,A,4,4.86,,,,
14/07/2022 13:13:16,A,3,4.39,,,,
14/07/2022 13:15:04,C,6,5.83,,,,
14/07/2022 13:17:22,A,6,6.56,,,,
14/07/2022 13:19:59,C,4,5.47,,,,
14/07/2022 13:22:13,B,5,5.14,,,,
14/07/2022 13:27:32,A,4,5.01,,,,
14/07/2022 13:34:34,B,5,4.98,,,,
14/07/2022 13:41:01,C,3,4.39,,,,
14/07/2022 13:46:48,B,3,4.48,,,,
14/07/2022 13:52:01,B,6,6.08,,,,
14/07/2022 13:58:38,C,4,5,,,,
14/07/2022 14:06:08,C,2,3.6,,,,
14/07/2022 14:21:50,A,5,5.44,,,,
14/07/2022 14:22:46,A,4,5.38,,,,
14/07/2022 14:29:30,C,3,4.51,,,,
14/07/2022 14:48:25,B,5,4.97,,,,
14/07/2022 14:50:46,C,5,6.03,,,,
14/07/2022 14:54:14,A,10,7.31,,,,
14/07/2022 15:08:59,C,5,5.08,,,,
14/07/2022 15:09:52,C,4,5.47,,,,
14/07/2022 15:10:16,C,3,4.22,,,,
14/07/2022 15:23:37,C,4,4.55,,,,
14/07/2022 15:27:21,A,11,9.27,,,,
14/07/2022 15:29:34,C,2,3.86,,,,
14/07/2022 15:34:04,B,6,5.42,,,,
14/07/2022 15:37:23,C,2,4.15,,,,
14/07/2022 15:38:37,C,6,6.25,,,,
14/07/2022 15:46:30,C,5,5.15,,,,
14/07/2022 15:55:23,C,3,4.73,,,,
14/07/2022 15:55:33,C,3,4.64,,,,
14/07/2022 16:00:32,B,1,3.64,,,,
14/07/2022 16:04:11,B,2,4.21,,,,
14/07/2022 16:14:52,C,5,5.45,,,,
14/07/2022 16:17:35,C,5,5.48,,,,
14/07/2022 16:19:33,A,8,6.61,,,,
14/07/2022 16:20:27,A,5,5.58,,,,
14/07/2022 16:22:46,C,3,4.15,,,,
14/07/2022 16:25:45,C,1,3.34,,,,
14/07/2022 16:28:42,C,5,5.37,,,,
14/07/2022 16:35:48,C,2,3.8,,,,
14/07/2022 16:50:38,C,1,3.64,,,,
14/07/2022 16:55:13,C,4,5.42,,,,
14/07/2022 16:57:41,B,1,3.55,,,,
14/07/2022 16:59:27,A,7,7.01,,,,
14/07/2022 17:01:30,C,6,6.01,,,,
14/07/2022 17:18:10,C,3,4.16,,,,
14/07/2022 17:18:13,B,3,4.27,,,,
14/07/2022 17:38:23,C,4,5.32,,,,
14/07/2022 17:52:08,B,1,3.34,,,,
14/07/2022 17:53:19,C,2,4.35,,,,
14/07/2022 17:54:56,B,4,4.96,,,,
14/07/2022 18:00:57,C,6,5.94,,,,
14/07/2022 18:03:09,B,6,5.69,,,,
14/07/2022 18:09:25,C,4,5.13,,,,
14/07/2022 18:15:52,B,10,8.38,,,,
14/07/2022 18:21:32,C,1,3.31,,,,
14/07/2022 18:23:40,C,3,4.35,,,,
14/07/2022 18:23:46,A,5,5.26,,,,
14/07/2022 18:26:20,C,3,4.39,,,,
14/07/2022 18:30:54,B,8,7.2,,,,
14/07/2022 18:31:09,C,2,3.84,,,,
14/07/2022 18:35:53,C,4,4.84,,,,
14/07/2022 18:37:43,C,2,4.02,,,,
14/07/2022 18:37:52,C,5,5.8,,,,
14/07/2022 18:55:03,A,6,5.5,,,,
14/07/2022 18:56:07,A,10,7.99,,,,
14/07/2022 18:57:52,A,5,5.1,,,,
14/07/2022 19:06:28,C,6,5.55,,,,
14/07/2022 19:09:57,B,2,4.27,,,,
14/07/2022 19:11:29,C,2,4.2,,,,
14/07/2022 19:15:27,B,2,3.78,,,,
14/07/2022 19:22:15,B,2,3.62,,,,
14/07/2022 19:22:59,C,6,5.96,,,,
14/07/2022 19:38:41,B,4,5.45,,,,
14/07/2022 19:44:09,C,4,5.1,,,,
14/07/2022 19:56:45,A,7,6,,,,
14/07/2022 20:05:07,C,2,4.36,,,,
14/07/2022 20:05:21,B,2,3.66,,,,
14/07/2022 20:07:00,C,3,4.34,,,,
14/07/2022 20:10:39,C,5,5.87,,,,
14/07/2022 20:13:08,B,2,4.36,,,,
14/07/2022 20:14:50,A,10,8.52,,,,
14/07/2022 20:19:15,A,4,5.07,,,,
14/07/2022 20:32:18,C,5,5.14,,,,
14/07/2022 21:01:24,C,6,5.95,,,,
14/07/2022 21:02:49,C,2,3.7,,,,
14/07/2022 21:10:30,C,1,3.44,,,,
14/07/2022 21:26:57,C,4,5.43,,,,
14/07/2022 21:33:46,A,3,4.47,,,,
14/07/2022 21:34:47,A,5,5.66,,,,
14/07/2022 21:41:48,C,1,3.76,,,,
14/07/2022 21:46:19,C,4,4.88,,,,
14/07/2022 21:54:56,A,4,5.03,,,,
14/07/2022 22:16:43,C,3,4.77,,,,
14/07/2022 22:22:47,C,2,3.67,,,,
14/07/2022 22:23:58,C,5,5.98,,,,
14/07/2022 22:24:02,B,2,3.99,,,,
14/07/2022 22:26:46,A,3,4.13,,,,
14/07/2022 22:37:42,A,7,6.85,,,,
14/07/2022 22:46:54,B,5,5.3,,,,
14/07/2022 22:56:36,C,5,5.22,,,,
14/07/2022 23:01:34,C,4,5.36,,,,
14/07/2022 23:04:46,C,3,4.94,,,,
14/07/2022 23:08:46,C,1,3.73,,,,
14/07/2022 23:11:39,C,5,5.34,,,,
14/07/2022 23:16:52,C,5,5.26,,,,
14/07/2022 23:20:48,C,2,4.18,,,,
14/07/2022 23:20:49,A,6,5.41,,,,
14/07/2022 23:22:34,A,2,4.01,,,,
14/07/2022 23:25:08,A,4,5.32,,,,
14/07/2022 23:36:46,C,3,4.62,,,,
14/07/2022 23:38:05,C,2,4.38,,,,
14/07/2022 23:41:08,B,4,5.41,,,,
14/07/2022 23:55:41,C,2,4.2,,,,
14/07/2022 23:56:30,A,6,6.46,,,,
15/07/2022 00:00:00,C,2,4.32,,,,
15/07/2022 00:04:26,C,4,4.92,,,,
15/07/2022 00:06:19,B,3,4.82,,,,
15/07/2022 00:07:05,A,6,6.51,,,,
15/07/2022 00:07:13,C,5,5.09,,,,
15/07/2022 00:20:28,C,3,4.95,,,,
15/07/2022 00:23:41,C,2,4.03,,,,
15/07/2022 00:25:07,B,3,4.31,,,,
15/07/2022 00:30:45,B,7,6.27,,,,
15/07/2022 00:32:07,C,2,4.33,,,,
15/07/2022 00:35:14,B,2,4.04,,,,
15/07/2022 00:58:29,A,5,5.1,,,,
15/07/2022 01:01:21,A,6,6.59,,,,
15/07/2022 01:12:01,C,3,4.31,,,,
15/07/2022 01:15:41,B,8,6.94,,,,
15/07/2022 01:22:51,A,8,6.38,,,,
15/07/2022 01:25:41,C,3,4.92,,,,
15/07/2022 01:32:12,C,3,4.56,,,,
15/07/2022 01:37:27,C,3,4.76,,,,
15/07/2022 01:52:26,A,7,6.14,,,,
15/07/2022 02:03:40,C,4,5.17,,,,
15/07/2022 02:15:11,A,12,9.83,,,,
15/07/2022 02:17:02,C,5,5.7,,,,
15/07/2022 02:18:57,C,4,4.63,,,,
15/07/2022 02:26:21,C,3,4.61,,,,
15/07/2022 02:41:33,B,2,3.85,,,,
15/07/2022 02:42:46,C,3,4.33,,,,
15/07/2022 02:47:21,C,6,5.98,,,,
15/07/2022 02:50:41,C,3,4.4,,,,
15/07/2022 02:58:02,A,4,4.85,,,,
15/07/2022 03:00:39,B,5,5,,,,
15/07/2022 03:16:58,C,2,4.09,,,,
15/07/2022 03:18:14,A,7,6.25,,,,
15/07/2022 03:20:26,A,4,4.79,,,,
15/07/2022 03:24:50,A,4,5.36,,,,
15/07/2022 03:29:31,B,3,4.28,,,,
15/07/2022 03:31:14,C,2,4.19,,,,
15/07/2022 03:49:11,A,11,9.14,,,,
15/07/2022 03:51:28,B,10,8.76,,,,
15/07/2022 03:52:46,B,1,3.39,,,,
15/07/2022 03:55:41,A,5,5.55,,,,
15/07/2022 04:24:43,A,5,5.93,,,,
15/07/2022 04:34:08,A,5,5.15,,,,
15/07/2022 04:34:38,B,9,7.3,,,,
15/07/2022 04:45:36,A,6,6.07,,,,
15/07/2022 04:58:01,C,4,4.98,,,,
15/07/2022 04:58:59,A,4,5.38,,,,
15/07/2022 05:04:11,A,10,8.69,,,,
15/07/2022 05:06:59,B,5,5.07,,,,
15/07/2022 05:09:07,A,10,7.86,,,,
15/07/2022 05:17:27,C,4,4.97,,,,
15/07/2022 05:32:39,A,10,8.64,,,,
15/07/2022 05:46:03,C,6,6.3,,,,
15/07/2022 05:46:33,A,2,4.11,,,,
15/07/2022 05:46:54,A,8,7.56,,,,
15/07/2022 05:48:07,C,3,4.33,,,,
15/07/2022 05:52:17,C,5,5.22,,,,
15/07/2022 05:59:38,B,3,4.44,,,,
15/07/2022 06:03:03,A,2,4.25,,,,
15/07/2022 06:20:19,C,5,5.65,,,,
15/07/2022 06:21:36,B,3,4.85,,,,
15/07/2022 06:21:55,B,2,3.78,,,,
15/07/2022 06:30:35,C,5,5.63,,,,
15/07/2022 06:46:07,A,2,4.26,,,,
15/07/2022 06:54:56,C,6,6.41,,,,
15/07/2022 07:04:43,B,2,3.88,,,,
15/07/2022 07:05:45,B,9,7.61,,,,
15/07/2022 07:13:58,C,5,5.31,,,,
15/07/2022 07:21:46,B,3,4.73,,,,
15/07/2022 07:22:52,C,4,4.75,,,,
15/07/2022 07:39:49,A,8,6.88,,,,
15/07/2022 07:45:54,A,1,3.38,,,,
15/07/2022 07:49:04,C,7,6.27,,,,
15/07/2022 07:52:31,C,5,5.64,,,,
15/07/2022 08:04:07,C,5,5.15,,,,
15/07/2022 08:04:50,B,4,4.64,,,,
15/07/2022 08:11:17,A,4,4.64,,,,
15/07/2022 08:17:00,B,9,8.18,,,,
15/07/2022 08:17:45,B,5,5.38,,,,
15/07/2022 08:20:41,A,7,6.55,,,,
15/07/2022 08:25:25,C,3,4.31,,,,
15/07/2022 08:30:59,B,3,4.66,,,,
15/07/2022 08:32:52,A,9,7.46,,,,
15/07/2022 08:33:43,B,4,4.84,,,,
15/07/2022 08:34:53,C,3,4.24,,,,
15/07/2022 08:43:13,C,5,6.04,,,,
15/07/2022 09:39:49,A,10,8.41,,,,
15/07/2022 09:50:29,C,5,5.63,,,,
15/07/2022 09:50:36,C,5,5.51,,,,
15/07/2022 10:02:12,C,4,5.41,,,,
15/07/2022 10:02:21,C,7,6.96,,,,
15/07/2022 10:03:45,A,2,4.07,,,,
15/07/2022 10:06:16,B,7,6.12,,,,
15/07/2022 10:06:24,B,5,5.37,,,,
15/07/2022 10:10:18,C,3,4.29,,,,
15/07/2022 10:11:28,B,7,6.85,,,,
15/07/2022 10:14:38,B,4,5.17,,,,
15/07/2022 10:18:40,C,6,5.59,,,,
15/07/2022 10:19:32,A,10,8.4,,,,
15/07/2022 10:21:26,B,4,5.14,,,,
15/07/2022 10:22:31,A,1,3.31,,,,
15/07/2022 10:25:57,B,10,7.9,,,,
15/07/2022 10:51:35,B,4,5.41,,,,
15/07/2022 11:30:21,C,2,3.68,,,,
15/07/2022 11:30:32,C,4,5.33,,,,
15/07/2022 11:32:45,B,3,4.69,,,,
15/07/2022 11:35:47,C,5,5.58,,,,
15/07/2022 11:46:41,A,4,5.21,,,,
15/07/2022 11:51:18,B,5,5.96,,,,
15/07/2022 11:52:43,C,4,5.35,,,,
15/07/2022 11:59:49,A,4,4.73,,,,
15/07/2022 12:03:17,A,1,3.82,,,,
15/07/2022 12:07:46,C,3,4.86,,,,
15/07/2022 12:08:21,B,5,5.6,,,,
15/07/2022 12:14:54,B,5,5.5,,,,
15/07/2022 12:17:13,B,4,5.44,,,,
15/07/2022 12:18:50,C,6,6.57,,,,
15/07/2022 12:33:50,C,1,3.76,,,,
15/07/2022 12:44:37,C,6,5.44,,,,
15/07/2022 12:45:36,C,5,5.35,,,,
15/07/2022 12:48:37,C,5,5.13,,,,
15/07/2022 12:50:41,C,4,4.54,,,,
15/07/2022 12:51:49,C,6,6.29,,,,
15/07/2022 12:53:37,C,1,3.36,,,,
15/07/2022 12:54:19,C,2,4.19,,,,
15/07/2022 12:56:06,C,3,4.45,,,,
15/07/2022 13:05:52,C,3,4.79,,,,
15/07/2022 13:25:42,C,4,4.75,,,,
15/07/2022 13:31:02,C,4,5.23,,,,
15/07/2022 13:39:41,C,1,3.36,,,,
15/07/2022 13:47:33,C,1,3.52,,,,
15/07/2022 14:17:36,A,7,5.9,,,,
15/07/2022 14:19:43,B,7,6.85,,,,
15/07/2022 14:21:50,A,3,4.56,,,,
15/07/2022 14:27:01,C,2,3.91,,,,
15/07/2022 14:34:11,B,1,3.2,,,,
15/07/2022 14:36:14,A,8,7,,,,
15/07/2022 14:36:45,A,12,9.01,,,,
15/07/2022 14:39:19,A,11,9.34,,,,
15/07/2022 14:52:24,C,2,4.24,,,,
15/07/2022 14:58:34,B,7,6.97,,,,
15/07/2022 15:01:35,A,5,6.05,,,,
15/07/2022 15:11:38,A,4,4.69,,,,
15/07/2022 15:19:33,A,2,4.2,,,,
15/07/2022 15:20:59,C,2,3.76,,,,
15/07/2022 15:21:16,C,4,5.49,,,,
15/07/2022 15:44:25,C,3,4.75,,,,
15/07/2022 15:49:32,A,8,7.3,,,,
15/07/2022 15:54:42,C,4,5.11,,,,
15/07/2022 15:54:55,C,6,5.81,,,,
15/07/2022 15:56:13,B,7,7.1,,,,
15/07/2022 16:01:06,C,4,5.34,,,,
15/07/2022 16:03:31,C,5,5.6,,,,
15/07/2022 16:04:06,C,6,5.91,,,,
15/07/2022 16:07:25,A,4,5.25,,,,
15/07/2022 16:11:12,C,3,4.25,,,,
15/07/2022 16:20:49,C,3,4.52,,,,
15/07/2022 16:22:42,C,4,5.28,,,,
15/07/2022 16:25:13,A,7,7.1,,,,
15/07/2022 16:27:38,B,6,6.59,,,,
15/07/2022 16:27:47,A,4,4.54,,,,
15/07/2022 16:28:39,B,5,5.4,,,,
15/07/2022 16:37:06,B,6,6.52,,,,
15/07/2022 16:46:25,C,4,4.67,,,,
15/07/2022 17:11:06,C,2,3.65,,,,
15/07/2022 17:17:40,B,6,6.4,,,,
15/07/2022 17:30:40,C,2,4.37,,,,
15/07/2022 17:30:47,C,4,5.28,,,,
15/07/2022 17:36:00,A,2,4.19,,,,
15/07/2022 17:48:13,C,1,3.19,,,,
15/07/2022 18:12:10,B,1,3.24,,,,
15/07/2022 18:15:58,B,7,7.14,,,,
15/07/2022 18:17:05,A,11,8.22,,,,
15/07/2022 18:26:58,A,7,6.23,,,,
15/07/2022 18:27:30,A,7,6.18,,,,
15/07/2022 18:27:53,C,3,4.19,,,,
15/07/2022 18:36:27,C,3,4.59,,,,
15/07/2022 18:56:04,C,2,4.25,,,,
15/07/2022 19:07:05,B,1,3.31,,,,
15/07/2022 19:14:22,C,3,4.68,,,,
15/07/2022 19:20:27,C,1,3.17,,,,
15/07/2022 19:26:16,B,5,5.3,,,,
15/07/2022 19:31:44,A,3,4.74,,,,
15/07/2022 19:34:14,A,3,4.48,,,,
15/07/2022 19:46:52,B,4,4.86,,,,
15/07/2022 19:49:40,C,3,4.88,,,,
15/07/2022 19:59:46,C,3,4.59,,,,
15/07/2022 20:02:34,C,3,4.37,,,,
15/07/2022 20:09:56,B,11,8.98,,,,
15/07/2022 20:12:04,C,3,4.89,,,,
15/07/2022 20:14:56,C,5,5.1,,,,
15/07/2022 20:15:59,C,6,6.43,,,,
15/07/2022 20:21:50,A,3,4.34,,,,
15/07/2022 20:22:06,B,2,4.05,,,,
15/07/2022 20:32:20,A,3,4.82,,,,
15/07/2022 20:33:36,C,1,3.76,,,,
15/07/2022 20:57:35,C,4,5.38,,,,
15/07/2022 21:00:40,C,2,4.19,,,,
15/07/2022 21:06:58,C,3,4.63,,,,
15/07/2022 21:22:01,A,13,9.76,,,,
15/07/2022 21:27:47,C,2,4,,,,
15/07/2022 21:29:19,C,5,5.2,,,,
15/07/2022 21:36:45,C,4,4.99,,,,
15/07/2022 21:38:18,C,4,5.43,,,,
15/07/2022 21:38:41,B,6,6.31,,,,
15/07/2022 21:45:19,C,4,4.77,,,,
15/07/2022 21:49:21,A,7,6.06,,,,
15/07/2022 21:56:38,C,6,5.95,,,,
15/07/2022 22:02:37,A,2,4.24,,,,
15/07/2022 22:02:38,C,2,4.28,,,,
15/07/2022 22:09:32,B,8,6.54,,,,
15/07/2022 22:23:59,A,7,7,,,,
15/07/2022 22:24:01,B,3,4.11,,,,
15/07/2022 22:27:06,C,2,3.86,,,,
15/07/2022 22:30:30,C,1,3.66,,,,
15/07/2022 22:43:41,B,4,5.29,,,,
15/07/2022 22:44:27,C,2,4.39,,,,
15/07/2022 22:46:19,A,7,6.51,,,,
15/07/2022 22:50:26,A,4,4.55,,,,
15/07/2022 22:56:36,A,6,5.93,,,,
15/07/2022 22:59:35,B,8,7.39,,,,
15/07/2022 23:00:00,B,1,3.56,,,,
15/07/2022 23:06:58,A,7,6.6,,,,
15/07/2022 23:20:50,C,3,4.38,,,,
15/07/2022 23:22:28,C,5,5.55,,,,
15/07/2022 23:42:30,B,2,3.95,,,,
15/07/2022 23:45:07,C,2,3.6,,,,
15/07/2022 23:49:11,C,4,4.62,,,,
16/07/2022 00:03:39,B,10,7.82,,,,
16/07/2022 00:06:36,C,6,6.58,,,,
16/07/2022 00:08:27,A,11,8.85,,,,
16/07/2022 00:09:14,C,4,4.87,,,,
16/07/2022 00:16:25,C,6,5.6,,,,
16/07/2022 00:28:21,C,6,5.85,,,,
16/07/2022 00:39:59,A,5,5.5,,,,
16/07/2022 00:44:24,C,2,3.95,,,,
16/07/2022 00:49:34,B,5,5.62,,,,
16/07/2022 01:11:49,B,1,3.4,,,,
16/07/2022 01:24:28,C,4,4.98,,,,
16/07/2022 01:25:17,C,3,4.69,,,,
16/07/2022 01:43:29,B,4,4.76,,,,
16/07/2022 01:53:46,B,7,6.03,,,,
16/07/2022 01:56:25,C,3,4.94,,,,
16/07/2022 01:57:59,B,9,8.09,,,,
16/07/2022 01:59:22,A,8,7.36,,,,
16/07/2022 02:02:18,C,5,5.74,,,,
16/07/2022 02:08:12,C,4,5.08,,,,
16/07/2022 02:27:39,A,6,6.53,,,,
16/07/2022 02:31:50,A,13,9.54,,,,
16/07/2022 02:41:20,B,8,6.8,,,,
16/07/2022 02:41:28,B,7,6.87,,,,
16/07/2022 02:48:03,A,4,5.17,,,,
16/07/2022 02:51:09,C,3,4.1,,,,
16/07/2022 02:57:44,B,2,4.04,,,,
16/07/2022 03:03:52,C,4,4.99,,,,
16/07/2022 03:06:28,B,6,6.5,,,,
16/07/2022 03:07:21,A,8,7.12,,,,
16/07/2022 03:20:14,C,2,3.8,,,,
16/07/2022 03:26:52,A,7,6.32,,,,
16/07/2022 03:30:58,C,6,6.53,,,,
16/07/2022 03:41:18,C,6,6.09,,,,
16/07/2022 03:42:47,A,5,5.12,,,,
16/07/2022 03:48:30,C,3,4.21,,,,
16/07/2022 03:58:26,C,4,5.32,,,,
16/07/2022 04:01:25,B,10,8.03,,,,
16/07/2022 04:05:07,C,4,4.54,,,,
16/07/2022 04:06:15,C,3,4.86,,,,
16/07/2022 04:17:15,C,4,5.27,,,,
16/07/2022 04:22:16,C,3,4.43,,,,
16/07/2022 04:27:06,B,5,5.32,,,,
16/07/2022 04:32:59,A,2,3.95,,,,
16/07/2022 04:33:19,C,4,4.65,,,,
16/07/2022 04:34:51,A,4,5.45,,,,
16/07/2022 04:36:59,C,4,5.19,,,,
16/07/2022 04:42:05,B,9,8.12,,,,
16/07/2022 04:48:36,C,6,5.73,,,,
16/07/2022 04:50:21,C,5,5.46,,,,
16/07/2022 04:55:09,C,2,4.35,,,,
16/07/2022 04:55:25,C,3,4.52,,,,
16/07/2022 05:04:21,B,4,5.04,,,,
16/07/2022 05:08:39,B,11,7.7,,,,
16/07/2022 05:08:49,A,7,6.73,,,,
16/07/2022 05:18:40,B,4,5.11,,,,
16/07/2022 05:38:27,C,2,4.12,,,,
16/07/2022 05:47:33,A,4,5.34,,,,
16/07/2022 05:52:31,C,3,4.11,,,,
16/07/2022 05:56:18,C,4,5.48,,,,
16/07/2022 05:58:38,B,2,3.64,,,,
16/07/2022 06:05:22,C,2,4.32,,,,
16/07/2022 06:08:49,C,5,5.57,,,,
16/07/2022 06:13:57,C,6,6.44,,,,
16/07/2022 06:14:07,A,4,4.81,,,,
16/07/2022 06:23:53,C,5,5,,,,
16/07/2022 06:27:36,B,1,3.63,,,,
16/07/2022 06:28:01,C,4,5.27,,,,
16/07/2022 06:29:23,C,3,4.79,,,,
16/07/2022 06:32:46,A,6,5.64,,,,
16/07/2022 06:32:57,A,4,4.55,,,,
16/07/2022 06:56:48,A,3,4.88,,,,
16/07/2022 07:01:08,A,9,6.94,,,,
16/07/2022 07:03:00,A,13,9.04,,,,
16/07/2022 07:18:58,A,2,3.69,,,,
16/07/2022 07:22:55,C,4,4.71,,,,
16/07/2022 07:25:56,C,6,5.58,,,,
16/07/2022 07:27:41,C,1,3.62,,,,
16/07/2022 07:35:00,C,3,4.56,,,,
16/07/2022 07:37:03,C,2,3.97,,,,
16/07/2022 07:41:05,B,8,6.94,,,,
16/07/2022 07:44:23,B,4,4.9,,,,
16/07/2022 07:55:28,B,6,5.98,,,,
16/07/2022 07:56:11,C,4,4.57,,,,
16/07/2022 07:57:11,B,2,4.19,,,,
16/07/2022 08:01:03,B,8,6.97,,,,
16/07/2022 08:04:31,C,2,4.31,,,,
16/07/2022 08:10:52,A,7,7.11,,,,
16/07/2022 08:26:16,A,8,7.47,,,,
16/07/2022 08:30:35,C,2,3.63,,,,
16/07/2022 08:55:49,A,4,5.49,,,,
16/07/2022 08:56:47,A,2,4.25,,,,
16/07/2022 09:11:06,A,8,7.05,,,,
16/07/2022 09:11:56,C,3,4.84,,,,
16/07/2022 09:12:19,C,3,4.81,,,,
16/07/2022 09:14:25,C,2,4.25,,,,
16/07/2022 09:19:20,B,3,4.74,,,,
16/07/2022 09:20:02,C,4,5.22,,,,
16/07/2022 09:34:27,A,4,4.64,,,,
16/07/2022 09:36:55,B,11,8.41,,,,
16/07/2022 09:41:10,A,6,6.06,,,,
16/07/2022 09:41:20,A,7,6.07,,,,
16/07/2022 09:43:39,A,10,7.74,,,,
16/07/2022 09:49:33,C,4,5.5,,,,
16/07/2022 09:49:59,C,2,3.92,,,,
16/07/2022 09:50:24,C,3,4.67,,,,
16/07/2022 09:52:28,C,4,5.23,,,,
16/07/2022 10:00:52,C,3,4.39,,,,
16/07/2022 10:05:12,C,2,4.11,,,,
16/07/2022 10:05:42,C,4,4.68,,,,
16/07/2022 10:06:41,C,2,4.22,,,,
16/07/2022 10:09:01,B,5,5.8,,,,
16/07/2022 10:13:50,C,2,3.71,,,,
16/07/2022 10:21:33,A,12,9.46,,,,
16/07/2022 10:22:07,C,5,5.73,,,,
16/07/2022 10:24:21,B,3,4.41,,,,
16/07/2022 10:35:37,B,2,4.18,,,,
16/07/2022 10:38:01,B,5,4.97,,,,
16/07/2022 10:48:48,C,5,5.55,,,,
16/07/2022 11:05:05,A,1,3.71,,,,
16/07/2022 11:05:50,B,5,5.1,,,,
